#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery3
#Serial Number: SN:210415BC9AD6
#Date Time: 2025-02-14 19:34:59.204.159.740
#Sample rate: 1000Hz
#Samples: 5000
#Trigger: None
#Potentiometer: Range: 10 mV/div Offset: -30 mV Sample Mode: Average
#MovingAverage: Input: C1 Filter: Chebyshev Low-pass 2  Freq1: 1 Hz Epsilon: 0.01 


Time (s),Potentiometer (V),MovingAverage (V)
0,0.003847979612725688,1.840474020240151e-06
0.0009999999999998899,0.003529997182594169,8.935236116993128e-06
0.00199999999999978,0.00321201475246265,2.233653500374291e-05
0.003000000000000114,0.002814536714798251,4.099020633780189e-05
0.004000000000000004,0.002496554284666733,6.385789077296798e-05
0.004999999999999893,0.002019580639469453,8.991806293414944e-05
0.005999999999999783,0.0002706772737461026,0.0001174825617898518
0.007000000000000117,0.0008271465264762592,0.0001447725293789796
0.008000000000000007,0.001463111386739296,0.0001717523874622861
0.008999999999999897,0.002894032322331132,0.0001999482272991761
0.009999999999999787,0.003450501575061288,0.000231171565158925
0.01100000000000012,0.004881422510653124,0.0002670803342417824
0.01200000000000001,0.006312343446244956,0.0003096412882604502
0.0129999999999999,0.005914865408580557,0.0003602330093439937
0.01399999999999979,0.005040413725718881,0.0004181580125919011
0.01500000000000012,0.004324953257922964,0.0004814923055753252
0.01600000000000001,0.004165962042857206,0.0005486082422328229
0.0169999999999999,0.003688988397659927,0.0006184258371415122
0.01799999999999979,0.003529997182594169,0.0006900394445130497
0.01900000000000013,0.00321201475246265,0.0007626709044544058
0.02000000000000002,0.002576049892199613,0.000835435172163293
0.02099999999999991,0.002576049892199613,0.000907424532813023
0.0219999999999998,0.001622102601805057,0.0009777877568411652
0.02300000000000013,-0.000206296371451177,0.001044701699820855
0.02400000000000002,0.0009066421340091398,0.001106574356881192
0.02499999999999991,0.002099076247002334,0.001164353272100888
0.0259999999999998,0.003053023537396889,0.00122030521403349
0.02700000000000014,0.003847979612725688,0.001276296935600786
0.02800000000000002,0.005517387370916161,0.001334234088188212
0.02899999999999991,0.006073856623646318,0.001396131263454801
0.0299999999999998,0.005596882978449038,0.001462732729570722
0.03100000000000014,0.004801926903120243,0.001533055667757048
0.03200000000000003,0.004165962042857206,0.001605447266070932
0.03299999999999992,0.004086466435324326,0.00167861706330909
0.03399999999999981,0.003609492790127046,0.001751769551298226
0.03500000000000014,0.003450501575061288,0.001824195480957748
0.03600000000000003,0.003053023537396889,0.001895229970006952
0.03699999999999992,0.002576049892199613,0.001964137019340575
0.03799999999999981,0.002337563069600972,0.002030153252946484
0.03900000000000015,0.0009861377415420203,0.002092224880223686
0.04000000000000004,0.0002706772737461026,0.002148723130170682
0.04099999999999993,0.001224624564140658,0.002199003106284255
0.04199999999999982,0.002417058677133852,0.00224448607631616
0.04300000000000015,0.00313251914492977,0.002287314836218
0.04400000000000004,0.004165962042857206,0.002329317306014153
0.04499999999999993,0.006153352231179198,0.002372744538760962
0.04599999999999982,0.005994361016113437,0.002419746482249441
