#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery3
#Serial Number: SN:210415BC9AD6
#Date Time: 2025-02-14 19:38:04.520.200.710
#Sample rate: 1000Hz
#Samples: 5000
#Trigger: None
#Potentiometer: Range: 10 mV/div Offset: -30 mV Sample Mode: Average
#MovingAverage: Input: C1 Filter: Chebyshev Low-pass 2  Freq1: 1 Hz Epsilon: 0.01 


Time (s),Potentiometer (V),MovingAverage (V)
0,0.0994811954747799,4.758147760665297e-05
0.0009999999999998899,0.09908371743711553,0.0002347430567608296
0.00199999999999978,0.09876573500698399,0.0005997180027433901
0.003000000000000114,0.09741430967892506,0.001129892806438197
0.004000000000000004,0.09701683164126065,0.001812607904258171
0.004999999999999893,0.09781178771658944,0.002636667565522719
0.005999999999999783,0.0991632130446484,0.003593147128885933
0.007000000000000117,0.09971968229737854,0.004674131789690323
0.008000000000000007,0.1008326208028389,0.005871719990137369
0.008999999999999897,0.1026610197760951,0.007178760160985532
0.009999999999999787,0.1023430373459636,0.008588248622521022
0.01100000000000012,0.1017070724857005,0.01009154696824616
0.01200000000000001,0.1009121164103718,0.01167895391761095
0.0129999999999999,0.1005941339802402,0.01334111906739055
0.01399999999999979,0.1002761515501087,0.01506949578970755
0.01500000000000012,0.1000376647275101,0.01685619481231257
0.01600000000000001,0.09971968229737854,0.01869373134606831
0.0169999999999999,0.09924270865218127,0.02057486280615566
0.01799999999999979,0.09908371743711553,0.02249266403778089
0.01900000000000013,0.09868623939945112,0.02444067342116951
0.02000000000000002,0.09669884921112912,0.02641192658554934
0.02099999999999991,0.09749380528645793,0.02839953251221506
0.0219999999999998,0.09820926575425384,0.03039884955370939
0.02300000000000013,0.0994811954747799,0.03240701581274207
0.02400000000000002,0.1000376647275101,0.03442147796640065
0.02499999999999991,0.1014685856631019,0.03643982536363364
0.0259999999999998,0.1025815241685622,0.03846012819437444
0.02700000000000014,0.1023430373459636,0.04048003752914645
0.02800000000000002,0.101389090055569,0.0424955604688655
0.02899999999999991,0.1008326208028389,0.04450181378171267
0.0299999999999998,0.1006736295877731,0.04649445600360191
0.03100000000000014,0.1001171603350429,0.04846981500618712
0.03200000000000003,0.09995816911997721,0.05042447424004919
0.03299999999999992,0.09964018668984567,0.05235537785214164
0.03399999999999981,0.0991632130446484,0.0542596625864416
0.03500000000000014,0.09908371743711553,0.05613465159181504
0.03600000000000003,0.09805027453918808,0.05797773418110648
0.03699999999999992,0.09661935360359625,0.05978560636799628
0.03799999999999981,0.0976527965015237,0.06155557393941033
0.03900000000000015,0.09884523061451689,0.06328742178366088
0.04000000000000004,0.0995606910823128,0.06498212340836269
0.04099999999999993,0.1004351427651745,0.06664036022335143
0.04199999999999982,0.102104550523365,0.06826314629566413
0.04300000000000015,0.1024225329534965,0.06985169218476195
0.04400000000000004,0.1019455593082992,0.07140590784457533
0.04499999999999993,0.1013095944480361,0.07292429149327211
0.04599999999999982,0.1006736295877731,0.0744049685913741
0.04700000000000015,0.1005146383727074,0.07584640241943454
0.04800000000000004,0.1001171603350429,0.07724756666036571
0.04899999999999993,0.09987867351244431,0.07860765027829808
0.04999999999999982,0.0994811954747799,0.07992593195809158
0.05100000000000016,0.0991632130446484,0.08120177604881884
0.05200000000000005,0.09884523061451689,0.08243466661159871
0.05299999999999994,0.09741430967892506,0.08362370686101485
0.05399999999999983,0.09717582285632639,0.08476764395817496
0.05500000000000016,0.09797077893165521,0.08586648992544245
0.05600000000000005,0.0991632130446484,0.08692209136122338
0.05699999999999994,0.09979917790491144,0.0879368740680317
0.05799999999999983,0.1008326208028389,0.08891304286564916
0.05900000000000016,0.102740515383628,0.08985327516709866
0.06000000000000005,0.1023430373459636,0.09076007886023668
0.06099999999999994,0.1017865680932334,0.09163401072677345
0.06199999999999983,0.1009916120179046,0.09247428789536978
0.06300000000000017,0.1006736295877731,0.09328016327847244
0.06400000000000006,0.1004351427651745,0.09405138110275904
0.06499999999999995,0.1000376647275101,0.09478799553770961
0.06599999999999984,0.09979917790491144,0.0954900856539657
0.06700000000000017,0.09932220425971416,0.09615775376316928
0.06800000000000006,0.09924270865218127,0.09679119985882553
0.06899999999999995,0.09868623939945112,0.09739071531466241
0.06999999999999984,0.09677834481866202,0.09795572622882766
0.07100000000000017,0.09749380528645793,0.09848549333457995
0.07200000000000006,0.09820926575425384,0.0989812526919636
0.07299999999999995,0.0994811954747799,0.09944575142664908
