,0
241,0.0008570439682731995
242,0.0011136330687254031
243,0.0013678610495556007
244,0.0016215518519944044
245,0.0018762298117556003
246,0.0021337812786385996
247,0.002395706644809599
248,0.0026616579856654984
249,0.002930312172530404
250,0.0032005731697143033
251,0.003471750483154401
252,0.003743269750747902
253,0.004014590759400902
254,0.004285130364466198
255,0.004554304229332
256,0.004821642082988499
257,0.005085755101959501
258,0.005345154675800698
259,0.005600504626149805
260,0.005853805106766398
261,0.006106748881797103
262,0.006360888802991405
263,0.0066179855186238035
264,0.006879002929906598
265,0.007143356153990303
266,0.007409652872612402
267,0.007676733505866298
268,0.007943887462788304
269,0.008210523115020602
270,0.008476199742713499
271,0.008740429121265304
272,0.009002641311519302
273,0.009262076634340505
274,0.009517342351957205
275,0.009767670410916501
276,0.010014173822261004
277,0.010258741965988603
278,0.0105029253038317
279,0.010748561308568903
280,0.010997449377518204
281,0.0112497147317394
282,0.011504251824573798
283,0.011759941708193604
284,0.012015883121182902
285,0.012271457067168604
286,0.0125261968280456
287,0.0127795514950121
288,0.0130308921241171
289,0.013279669757905899
290,0.0135248412922735
291,0.013765129549533302
292,0.014000560803494703
293,0.014232613881705498
294,0.014463064690562702
295,0.0146933564569705
296,0.014925301529679198
297,0.015160447185799598
298,0.015398491789579104
299,0.015638043785314804
300,0.015877945143839
301,0.0161174495399333
302,0.0163559706985255
303,0.016593073818217702
304,0.0168282390900101
305,0.017060829820399102
306,0.017290328866806003
307,0.0175154578665927
308,0.017734910212824
309,0.0179493704553109
310,0.018160783978305603
311,0.018370908070544104
312,0.0185814340279805
313,0.018794254073799803
314,0.019010418956886405
315,0.019229312413998
316,0.0194494757873337
317,0.019669764510907205
318,0.019889559402823602
319,0.020108317767575302
320,0.020325493754811803
321,0.0205404635499774
322,0.020752645359396603
323,0.020961383909827998
324,0.021165309773056702
325,0.021363563955808205
326,0.021557289511498802
327,0.0217485194563442
328,0.021938902234357495
329,0.0221304823153635
330,0.022325406129186508
331,0.022524010658355402
332,0.022725236615737103
333,0.022927893773555703
334,0.023130975354506707
335,0.023333800931678104
336,0.023535769820632997
337,0.023736205306933496
338,0.023934474615236297
339,0.0241300254799428
340,0.024321659896888705
341,0.0245078417008835
342,0.0246885070505728
343,0.024865317537679406
344,0.025040373760069297
345,0.025215348207470407
346,0.0253921163617375
347,0.025572284538932698
348,0.0257556442056742
349,0.025940852684963704
350,0.026126721166424303
351,0.026312473814463798
352,0.026497458071481204
353,0.026681062391513306
354,0.026862676902761902
355,0.0270417324954507
356,0.0272177754856257
357,0.0273893968604823
358,0.027555091333389604
359,0.027715585426863205
360,0.027872940397922895
361,0.0280289465187031
362,0.028185364206072004
363,0.028344112574763998
364,0.0285061534983762
365,0.028670825346221902
366,0.028836741096252096
367,0.029002823527262002
368,0.029168364552540897
369,0.0293326620050492
370,0.0294951346895009
371,0.029655164074325994
372,0.029812135759920706
373,0.029965364358897205
374,0.030113490749750997
375,0.0302557041977684
376,0.030393193552319002
377,0.0305280732470117
378,0.0306620304055562
379,0.030796917843213402
380,0.030934588392032898
381,0.031075256389633495
382,0.031217900732663707
383,0.03136140632006781
384,0.031504838039471204
385,0.031647583739752204
386,0.031789145720303995
387,0.031928982658401404
388,0.03206647526572191
389,0.0322010082424091
390,0.032331514943271904
391,0.032456696879916196
392,0.032576523129000105
393,0.03269249578577751
394,0.03280656561384591
395,0.032920378699402904
396,0.0330359001227876
397,0.0331548205326939
398,0.033276896552909004
399,0.033400714821092505
400,0.0335250963734594
401,0.033649274809407596
402,0.033772606601613304
403,0.0338945648818172
404,0.03401461931261741
405,0.034132199289918196
406,0.0342468495643885
407,0.034357273561430195
408,0.034462071245730704
409,0.0345619153485596
410,0.0346587781005108
411,0.034754403862402604
412,0.0348505097077469
413,0.034949087970545
414,0.035051321125572306
415,0.035156640015479405
416,0.035263553505751395
417,0.035370923922837104
418,0.0354780999027871
419,0.035584469922826
420,0.035689499079652805
421,0.03579253535789761
422,0.0358929320413131
423,0.0359900486290261
424,0.036082529257886596
425,0.036169489317136906
426,0.0362521235507687
427,0.0363325511678319
428,0.0364123869620832
429,0.0364935292362303
430,0.0365779869010377
431,0.0366660438520122
432,0.036756667132478195
433,0.03684876739994541
434,0.0369414325616857
435,0.03703399482433121
436,0.0371258650785321
437,0.0372164151909176
438,0.0373049435480911
439,0.0373907949188492
440,0.037472940650395005
441,0.0375500412862323
442,0.03762195083738581
443,0.037690177058246004
444,0.037756713725320905
445,0.03782324692331251
446,0.0378917788227865
447,0.0379639963372004
448,0.038039690055486804
449,0.0381174779089594
450,0.0381961336131074
451,0.0382748837537106
452,0.03835315369040641
453,0.038430366499273595
454,0.0385058681701276
455,0.038579047596180104
456,0.03864944921088231
457,0.038715737828582
458,0.038776438903351605
459,0.0388322311415052
460,0.0388852063683568
461,0.0389372209782187
462,0.0389899826933477
463,0.0390453985073451
464,0.03910457037814911
465,0.039166929361799004
466,0.03923106037516771
467,0.039295820803419805
468,0.039360478265825206
469,0.039424382979446705
470,0.039487002019821506
471,0.0395477231473634
472,0.0396060128746076
473,0.039661260625178406
474,0.0397119480793359
475,0.03975707589141451
476,0.0397978831873614
477,0.039836530858715795
478,0.039874672766078804
479,0.03991424374710711
480,0.03995721075424231
481,0.0400038181128391
482,0.0400530716601332
483,0.0401039183440497
484,0.0401554038961506
485,0.0402068587838943
486,0.040257768170829995
487,0.040307535393189604
488,0.0403555260822167
489,0.040401109685058396
490,0.0404431281257104
491,0.0404801961429427
492,0.040512238604774105
493,0.0405407914898837
494,0.0405678366956766
495,0.040595010777137695
496,0.040624231100691195
497,0.040657218890711604
498,0.04069391087872631
499,0.040732985802076495
500,0.0407732359227567
501,0.040813904661193105
502,0.0408543565264368
503,0.0408939949498208
504,0.040932185022988295
505,0.040968295058276406
506,0.04100188771439
507,0.04103164442829801
508,0.0410560296944747
509,0.041075588495116507
510,0.041092324899232
511,0.0411081649624802
512,0.041124843701935705
513,0.041144179509556296
514,0.0411673051720809
515,0.041193756686517695
516,0.04122214124150841
517,0.041251336836377904
518,0.04128070615284261
519,0.0413096881807573
520,0.041337794667620796
521,0.041364416531783
522,0.041388908394280395
523,0.0414105920130499
524,0.0414279991229863
525,0.04144006278970971
526,0.0414478821874247
527,0.04145363868015751
528,0.0414590431978687
529,0.04146589378300151
530,0.041476028849326406
531,0.041489762297932296
532,0.04150616540617141
533,0.0415241324845182
534,0.041542659872435
535,0.041561069810928296
536,0.041578839901618404
537,0.041595404579980004
538,0.04161019683550941
539,0.041622687406640206
540,0.041631813169282696
541,0.041636125587424404
542,0.041635375758802905
543,0.041631050558904904
544,0.041625199988822505
545,0.0416194865919103
546,0.0416158521323309
547,0.041616002668823295
548,0.0416197846078025
549,0.041625829996439705
550,0.041632887464342995
551,0.041640197777978595
552,0.04164719931531471
553,0.041653327053931495
554,0.0416579758356651
555,0.0416605800013499
556,0.041660726146996
557,0.041657042037940996
558,0.0416479417383594
559,0.041633998986452404
560,0.0416172448953609
561,0.0415995548600975
562,0.041582616382626204
563,0.0415682794305302
564,0.041557668536682905
565,0.0415502360215339
566,0.0415445867945683
567,0.0415396730454709
568,0.0415348132280113
569,0.041529290945924495
570,0.04152258656998511
571,0.0415141761969413
572,0.041503456865979095
573,0.0414897144803718
574,0.0414714475039445
575,0.0414476722892874
576,0.041419642611023606
577,0.0413895710178069
578,0.0413591216495505
579,0.0413301246881325
580,0.041304448727152006
581,0.041282397926472
582,0.0412630343612514
583,0.04124524366374711
584,0.0412280140040339
585,0.0412106599473585
586,0.041192651897983705
587,0.041173417557211205
588,0.041152345605919995
589,0.041128903305959606
590,0.041102062421139805
591,0.041070331209057905
592,0.04103345834887331
593,0.0409929666184111
594,0.04095090180639171
595,0.0409089606127773
596,0.0408691169145648
597,0.0408330308570616
598,0.04080050576769711
599,0.040770247427114
600,0.0407410737242264
601,0.0407121382594522
602,0.0406827975544548
603,0.0406525239424654
604,0.040620785492957105
605,0.0405870092652909
606,0.04055069895724551
607,0.0405104806495333
608,0.040464804994978
609,0.040414204137203806
610,0.0403606702735086
611,0.04030611851882981
612,0.0402523118674755
613,0.0402011712172916
614,0.040153925632507005
615,0.0401101253075292
616,0.04006831449475871
617,0.0400273119628315
618,0.03998646277956291
619,0.03994515140474691
620,0.039902800480914304
621,0.0398587555569699
622,0.039812405079141806
623,0.039763140939261
624,0.0397095609580729
625,0.03965062233540811
626,0.039587446946355596
627,0.0395221994434734
628,0.0394564990306042
629,0.039392133820195095
630,0.039331009154734
631,0.0392735018925686
632,0.0392187043945982
633,0.0391654546556694
634,0.0391126581206113
635,0.0390595898708944
636,0.039005759546264306
637,0.0389506319128373
638,0.0388935925838069
639,0.03883410608096861
640,0.038771217785992095
641,0.038703581164517505
642,0.0386310049883375
643,0.0385549540326171
644,0.038477343277487204
645,0.038399746515206605
646,0.038324098417254905
647,0.0382520986287151
648,0.0381836258149467
649,0.0381174185720393
650,0.038052287595721206
651,0.03798745579000241
652,0.037922382686579
653,0.0378565230058505
654,0.0377892519468379
655,0.0377199852685127
656,0.03764833003968591
657,0.03757300916993311
658,0.0374925257874836
659,0.0374073847226454
660,0.037319437935257695
661,0.0372304305344611
662,0.0371419658919464
663,0.0370558533648065
664,0.036973255858286695
665,0.036893738188716795
666,0.036815973110906404
667,0.0367388625401921
668,0.0366617539021647
669,0.0365840721836728
670,0.0365053163331883
671,0.0364249416704402
672,0.03634243961710241
673,0.0362571843924746
674,0.0361676808636743
675,0.0360728748250714
676,0.035973877330008806
677,0.035872728711006406
678,0.035771007581058896
679,0.035670502172629896
680,0.0355730801471053
681,0.03547915931059221
682,0.0353878707128853
683,0.0352980888417146
684,0.0352087535020268
685,0.0351190960212431
686,0.035028547010353704
687,0.034936573288016005
688,0.0348425626393488
689,0.03474586779872651
690,0.034645467610045104
691,0.0345399536137908
692,0.0344290010633082
693,0.034314064327883205
694,0.0341972016767307
695,0.0340801222091266
696,0.0339648121013978
697,0.033853019725616405
698,0.033744669771368106
699,0.033638430164581005
700,0.033533045510040695
701,0.0334276770490075
702,0.033321650883380106
703,0.033214411252934804
704,0.033105362350341304
705,0.0329937958428552
706,0.0328791652031219
707,0.0327601263891262
708,0.032635121055088596
709,0.0325045978205949
710,0.032370547598903295
711,0.032234999502510304
712,0.032099786511539295
713,0.0319668960533278
714,0.0318375823249697
715,0.031711305672546104
716,0.0315865267254272
717,0.031461986637291
718,0.03133688260861461
719,0.0312104995866437
720,0.0310822823613987
721,0.0309516748525454
722,0.030818159248517905
723,0.030681140611015102
724,0.030539230260259904
725,0.0303914372018153
726,0.030238856935145796
727,0.0300835543436618
728,0.029927132196463403
729,0.0297714024650391
730,0.0296182941350202
731,0.029468207459844596
732,0.0293201818728255
733,0.029173120956790803
734,0.029026144975669403
735,0.0288786174504077
736,0.028729979546874097
737,0.028579670395306296
738,0.0284270902643134
739,0.028271680108030696
740,0.028112615990831404
741,0.027948712647304703
742,0.027779702385394296
743,0.027606940447482596
744,0.027432315492691102
745,0.027257339144874403
746,0.027083850350818596
747,0.0269134597135502
748,0.026746001326885795
749,0.026580249098936796
750,0.026415085990493296
751,0.026249803723801
752,0.026083965301603
753,0.025917161270413498
754,0.025748818722678098
755,0.025578288342240595
756,0.025405116433745704
757,0.0252280833759432
758,0.025045746657974995
759,0.0248585483797965
760,0.024668319984538896
761,0.024476863782061008
762,0.024285837198604006
763,0.024097100586861896
764,0.023911826854072997
765,0.023729514267360995
766,0.023548773291942805
767,0.023368447674244307
768,0.023187792630782196
769,0.023006223205581995
770,0.022823267682226
771,0.0226383334899884
772,0.022450867750499405
773,0.022260355930412805
774,0.022065522030965408
775,0.021865365753659306
776,0.021660858718265306
777,0.021453948599893406
778,0.021246165473185703
779,0.021039176503458802
780,0.020834774449989803
781,0.020633421772663203
782,0.0204343303561633
783,0.020236451334734402
784,0.0200388351010546
785,0.019840817220807
786,0.019641850334186403
787,0.0194414220641716
788,0.0192390158546297
789,0.0190340741894183
790,0.0188256219165581
791,0.0186122934204635
792,0.018393765725283402
793,0.0181714183609588
794,0.0179471629325643
795,0.0177225707281407
796,0.017499536715364
797,0.017279723988435303
798,0.017063053738528504
799,0.0168482672239169
800,0.0166341403493101
801,0.0164199401778658
802,0.016205168437254898
803,0.0159892820964569
804,0.015771659094420798
805,0.015551642341485004
806,0.015328733211354202
807,0.0151017083768034
808,0.014869160355044701
809,0.014631564571606602
810,0.014390784132098704
811,0.014148689408404698
812,0.013907001930051802
813,0.013667604289065202
814,0.013431728307134003
815,0.01319892748347
816,0.012967825928025901
817,0.012737356005815999
818,0.012506893790785102
819,0.012275853148704705
820,0.0120437225910765
821,0.011809947663282104
822,0.011574048676267101
823,0.0113355410490351
824,0.0110930239934873
825,0.010845341362718704
826,0.010593546206344104
827,0.010339776306641103
828,0.010085663461516903
829,0.009832893336616404
830,0.0095832750209685
831,0.009337361278809804
832,0.009094371528747001
833,0.0088531486471001
834,0.008612678290056304
835,0.008372310317381802
836,0.0081316239001979
837,0.007890186296425503
838,0.007647402310830699
839,0.0074027534122712985
840,0.007155413855890504
841,0.006904004721373799
842,0.0066481129461041025
843,0.006389108105948102
844,0.006128929125584201
845,0.005869171553033299
846,0.005611751695309003
847,0.005358389223900403
848,0.005109094901741704
849,0.004862654337780999
850,0.004617807199169703
851,0.0043736706533753986
852,0.0041295660930057015
853,0.003884932014333202
854,0.003639241950861599
855,0.003391927312641603
856,0.0031426091612797996
857,0.0028902129268087023
858,0.0026333928396517006
859,0.0023725661283833036
860,0.002109539236093902
861,0.001846165444462998
862,0.0015841483775098988
863,0.0013253519901090041
864,0.0010709888151481037
865,0.0008206305102251982
866,0.0005729544870256981
867,0.0003269032792703047
868,8.186061320510085e-05
869,-0.00016271634921599665
870,-0.0004073004215401979
871,-0.0006524878435335973
872,-0.0008989136165475017
873,-0.001147171894944496
874,-0.0013986157958073009
875,-0.0016543202373574956
876,-0.0019132716622448018
877,-0.0021734090659088004
878,-0.002433098240075697
879,-0.0026906147460818985
880,-0.0029441146592397993
881,-0.003193014145081996
882,-0.003438104333926599
883,-0.0036805919754534996
884,-0.003921501608847397
885,-0.004161456508863896
886,-0.004400929942483402
887,-0.004640367420426297
888,-0.0048802635715399015
889,-0.005121158220139699
890,-0.005363936794146297
891,-0.0056098837341821
892,-0.0058593250724066
893,-0.006110887411753196
894,-0.0063625921135369995
895,-0.006612884341160398
896,-0.0068599639732210005
897,-0.007102108090167598
898,-0.007339266535478499
899,-0.007572618449136398
900,-0.007803316826975
901,-0.008032107674401295
902,-0.008259543352749199
903,-0.0084861833684838
904,-0.008712706937092897
905,-0.008939790362491401
906,-0.0091678777848073
907,-0.0093982210045628
908,-0.0096323338559312
909,-0.009869844175489396
910,-0.010108912975184098
911,-0.010347619605730302
912,-0.010584236536712598
913,-0.0108168407353989
914,-0.0110441276638177
915,-0.011266554993093099
916,-0.0114855505433283
917,-0.0117022720701082
918,-0.011917431301615398
919,-0.0121316237833369
920,-0.0123453347786678
921,-0.012559135135203098
922,-0.0127735989617094
923,-0.012989302332084
924,-0.013207734602812798
925,-0.013430213617321798
926,-0.013655764320319699
927,-0.013882134076993697
928,-0.0141075473850607
929,-0.0143301860683193
930,-0.014548081273801198
931,-0.014760647266817199
932,-0.014968750831871297
933,-0.015173633015767098
934,-0.015376389783040699
935,-0.015577750575598799
936,-0.0157782512161848
937,-0.0159784347277166
938,-0.016179001947827197
939,-0.016380648535453
940,-0.016584330110772098
941,-0.016791472809259998
942,-0.017002573234300898
943,-0.0172162652480873
944,-0.0174303860187208
945,-0.017643093062217598
946,-0.0178522399971814
947,-0.0180558553353488
948,-0.018253922711016498
949,-0.0184478061730506
950,-0.018638871166166
951,-0.0188280635869518
952,-0.0190160854862589
953,-0.0192035605915111
954,-0.019391037859319497
955,-0.019579071000778398
956,-0.019768179111517497
957,-0.019959684269868997
958,-0.0201550139693196
959,-0.020353638787591197
960,-0.0205536862699819
961,-0.0207533186556524
962,-0.020950810336409397
963,-0.021144126115513497
964,-0.021331856399711698
965,-0.0215144747511627
966,-0.0216935004457718
967,-0.0218701014161055
968,-0.0220449612165432
969,-0.022218763335528597
970,-0.022392113846966
971,-0.0225656590088778
972,-0.022740005547095498
973,-0.022915683867415097
974,-0.0230942162938791
975,-0.0232769894227064
976,-0.023462902302016097
977,-0.023649545876395898
978,-0.0238350358927136
979,-0.024017452390763
980,-0.024194769495449197
981,-0.0243663105637115
982,-0.024532933880034597
983,-0.0246960254672089
984,-0.024856780052325698
985,-0.0250159442152946
986,-0.0251741462953167
987,-0.0253320164207894
988,-0.0254902232177249
989,-0.025649432175285397
990,-0.025810646764613598
991,-0.0259754141736973
992,-0.026144306525412598
993,-0.026315838193201498
994,-0.0264876959830301
995,-0.0266580484460745
996,-0.026824759742683
997,-0.026985754375309097
998,-0.0271409566479035
999,-0.027291789409028697
1000,-0.027439673695250598
1001,-0.027585607875178997
1002,-0.0277303054180599
1003,-0.027874362881869598
1004,-0.0280184179459154
1005,-0.0281631456990441
1006,-0.0283091029914029
1007,-0.0284576090499375
1008,-0.0286102024665874
1009,-0.028766571750054898
1010,-0.0289248581391299
1011,-0.0290830076560264
1012,-0.029239053022422898
1013,-0.0293906939229798
1014,-0.029536348192810397
1015,-0.029676518159074197
1016,-0.029812864899463498
1017,-0.029946728019493697
1018,-0.0300788764118246
1019,-0.030209997636652997
1020,-0.0303407015345281
1021,-0.030471675858737397
1022,-0.0306036041934531
1023,-0.03073705083113
1024,-0.0308735315498063
1025,-0.0310143884295594
1026,-0.0311585164630834
1027,-0.0313035405563131
1028,-0.0314475700207523
1029,-0.031588678546703
1030,-0.0317247579575021
1031,-0.0318550541610922
1032,-0.0319804287445686
1033,-0.032102232818166
1034,-0.032221628386131795
1035,-0.0323393694476139
1036,-0.0324560534116501
1037,-0.0325722815324658
1038,-0.032688695548555
1039,-0.0328058979568312
1040,-0.032924871484627
1041,-0.033047182304217895
1042,-0.0331733827623405
1043,-0.0333020071272746
1044,-0.0334308373513361
1045,-0.0335580555518952
1046,-0.0336815008151495
1047,-0.033799112363322295
1048,-0.0339107905297001
1049,-0.0340178598695947
1050,-0.034121687562689296
1051,-0.0342232599675157
1052,-0.0343232798548871
1053,-0.034422410381876295
1054,-0.034521314245837
1055,-0.034620576399441
1056,-0.0347206696199636
1057,-0.0348229870080204
1058,-0.034929213218814696
1059,-0.0350390602479097
1060,-0.035150615649536296
1061,-0.0352617754137104
1062,-0.0353705637791327
1063,-0.0354747109952768
1064,-0.035572588017953
1065,-0.0356646156557408
1066,-0.0357524171282907
1067,-0.0358372972480068
1068,-0.0359200691051119
1069,-0.0360015385770674
1070,-0.0360823891564169
1071,-0.0361633021262842
1072,-0.0362449553907664
1073,-0.0363279083153233
1074,-0.0364136344454258
1075,-0.0365035127316731
1076,-0.036596511254156
1077,-0.0366902858438027
1078,-0.0367829370703541
1079,-0.0368724546134643
1080,-0.0369566517834578
1081,-0.037034777334883896
1082,-0.0371078101481084
1083,-0.0371772498691368
1084,-0.0372442459909352
1085,-0.0373095028041838
1086,-0.037373685251110095
1087,-0.0374374580600202
1088,-0.037501484486449396
1089,-0.037566349088517095
1090,-0.0376329796240596
1091,-0.0377029286590822
1092,-0.037776773816919795
1093,-0.0378530730984185
1094,-0.0379296306925803
1095,-0.0380046495056799
1096,-0.0380759119680956
1097,-0.0381412280026424
1098,-0.0382004907610399
1099,-0.038255170371377295
1100,-0.0383067707160551
1101,-0.038356330217297
1102,-0.038404524099640396
1103,-0.0384518752181091
1104,-0.0384989524028542
1105,-0.0385464426298702
1106,-0.0385949524353785
1107,-0.038645886145850496
1108,-0.0387008245126241
1109,-0.0387594197625041
1110,-0.0388197792785212
1111,-0.0388797795485851
1112,-0.0389374644438331
1113,-0.0389906585942591
1114,-0.0390377833070277
1115,-0.039079268284502
1116,-0.0391167447000813
1117,-0.0391515624440755
1118,-0.0391845384281036
1119,-0.039216329519785195
1120,-0.039247479006222996
1121,-0.0392786505715936
1122,-0.0393105056645761
1123,-0.039343626323380496
1124,-0.0393796595474002
1125,-0.0394201089416983
1126,-0.0394639451149644
1127,-0.039508825763534296
1128,-0.0395528146735367
1129,-0.039593904549186695
1130,-0.0396299110931482
1131,-0.039659932764033096
1132,-0.0396847690649816
1133,-0.0397059034010896
1134,-0.0397246223066172
1135,-0.0397417207332294
1136,-0.0397578344958743
1137,-0.0397735627664629
1138,-0.0397895832151971
1139,-0.0398065699125277
1140,-0.0398255344596158
1141,-0.0398481458023275
1142,-0.0398750142188466
1143,-0.0399045375833246
1144,-0.0399343692766548
1145,-0.039962722529257796
1146,-0.0399874653995159
1147,-0.0400064499479251
1148,-0.0400195325057751
1149,-0.0400281102999473
1150,-0.040033656601532096
1151,-0.0400372190073676
1152,-0.0400394812517169
1153,-0.0400410120808935
1154,-0.0400423852000845
1155,-0.0400442539201039
1156,-0.0400472690388579
1157,-0.0400528762198393
1158,-0.0400626947248736
1159,-0.040076374539864096
1160,-0.0400919064842601
1161,-0.0401071334223042
1162,-0.0401201816024458
1163,-0.040128876734087
1164,-0.0401316028524963
1165,-0.0401287924769239
1166,-0.0401220412069919
1167,-0.0401126273628988
1168,-0.0401013766752781
1169,-0.0400890303318657
1170,-0.0400761346149058
1171,-0.0400633178233148
1172,-0.0400512460783524
1173,-0.0400404676675257
1174,-0.0400325978315084
1175,-0.0400291483711337
1176,-0.0400290595637483
1177,-0.040029960662248495
1178,-0.0400299648821433
1179,-0.0400271493941544
1180,-0.0400193710750143
1181,-0.040005690787030396
1182,-0.0399869105790012
1183,-0.0399645541063844
1184,-0.0399398694294524
1185,-0.039913577167865
1186,-0.039886243284015
1187,-0.0398584774838196
1188,-0.0398310054444522
1189,-0.0398044702864479
1190,-0.0397798165701923
1191,-0.0397586504475427
1192,-0.0397415995571462
1193,-0.039727230442836596
1194,-0.0397133168609353
1195,-0.0396980327517559
1196,-0.0396792090578753
1197,-0.0396547008599936
1198,-0.039624405207809396
1199,-0.0395896813152619
1200,-0.0395518525301283
1201,-0.0395119017958111
