#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery3
#Serial Number: SN:210415BC9AD6
#Date Time: 2025-02-14 19:43:06.583.964.100
#Sample rate: 1000Hz
#Samples: 15000
#Trigger: None
#Potentiometer: Range: 10 mV/div Offset: -30 mV Sample Mode: Average
#MovingAverage: Input: C1 Filter: Chebyshev Low-pass 2  Freq1: 1 Hz Epsilon: 0.01 


Time (s),Potentiometer (V),MovingAverage (V)
0,0.008140742419501187,3.893686151301074e-06
0.001000000000000334,0.008935698494829985,1.960526901566978e-05
0.00199999999999978,0.01092308868315198,5.199328303687616e-05
0.003000000000000114,0.01100258429068486,0.0001023046278403555
0.003999999999999559,0.01052561064548758,0.0001701554573890646
0.004999999999999893,0.009889645785224541,0.0002536307288288127
0.006000000000000227,0.009253680924961503,0.000350483299775731
0.006999999999999673,0.009015194102362865,0.0004586906654362614
0.008000000000000007,0.008538220457165586,0.0005765973061804545
0.009000000000000341,0.008299733634566948,0.0007027055054484625
0.009999999999999787,0.007902255596902549,0.0008356306308358524
0.01100000000000012,0.00758427316677103,0.0009740589085435829
0.01199999999999957,0.007186795129106631,0.001116707620897441
0.0129999999999999,0.005676378585981919,0.001261793364455904
0.01400000000000023,0.005596882978449038,0.001407217890820503
0.01499999999999968,0.006391839053777836,0.00155226418675145
0.01600000000000001,0.007663768774303911,0.00169800844238238
0.01700000000000035,0.008299733634566948,0.001846030637807683
0.01799999999999979,0.009492167747560142,0.001997696589124377
0.01900000000000013,0.01140006232834925,0.002154852716476078
0.01999999999999957,0.01100258429068486,0.002319070962815493
0.02099999999999991,0.01036661943042182,0.002489837340732412
0.02200000000000024,0.009492167747560142,0.002665211626303526
0.02299999999999969,0.009253680924961503,0.002843324324101871
0.02400000000000002,0.008776707279764224,0.003022794205213964
0.02500000000000036,0.008538220457165586,0.003202511251351946
0.0259999999999998,0.008299733634566948,0.003381546299826932
0.02700000000000014,0.007663768774303911,0.003558951750184227
0.02799999999999958,0.007663768774303911,0.003733764494458463
0.02899999999999991,0.007027803914040873,0.003905198811775566
0.03000000000000025,0.005119909333251762,0.004071610516885343
0.03099999999999969,0.005914865408580557,0.004231236528329265
0.03200000000000003,0.006789317091442235,0.004384448770547655
0.03300000000000036,0.007902255596902549,0.004533091778121928
0.03399999999999981,0.008538220457165586,0.004678945081405705
0.03500000000000014,0.01020762821535606,0.004823837808032323
0.03599999999999959,0.0112410711132835,0.004969946357526547
0.03699999999999992,0.01092308868315198,0.005118552476128074
0.03800000000000026,0.009969141392757421,0.005268954342235744
0.0389999999999997,0.009253680924961503,0.005419348551698277
0.04000000000000004,0.009094689709895742,0.00556823110386659
0.04100000000000037,0.008617716064698466,0.005714686316497517
0.04199999999999982,0.008458724849632705,0.005857972704302214
0.04300000000000015,0.00806124681196831,0.00599743779732066
0.04399999999999959,0.00750477755923815,0.006132323883193834
0.04499999999999993,0.00758427316677103,0.00626196594623921
0.04600000000000026,0.006471334661310717,0.006385711277997123
0.04699999999999971,0.005199404940784642,0.006502045464015366
0.04800000000000004,0.005994361016113437,0.006609826191962934
0.04900000000000038,0.007266290736639511,0.006710125989697903
0.04999999999999982,0.007981751204435429,0.006805145404613478
0.05100000000000016,0.008935698494829985,0.00689677163335291
0.0519999999999996,0.01076409746808622,0.006987164235150839
0.05299999999999994,0.01100258429068486,0.007078544384044318
0.05400000000000027,0.0104461150379547,0.007171513897955066
0.05499999999999972,0.00981015017769166,0.007265076166644007
0.05600000000000005,0.009094689709895742,0.007357799543191515
0.05700000000000038,0.008935698494829985,0.007448492825625694
0.05799999999999983,0.008538220457165586,0.007536421101032918
0.05900000000000016,0.008299733634566948,0.007621013345854731
0.05999999999999961,0.007902255596902549,0.007701701497812714
0.06099999999999994,0.00750477755923815,0.007777883340886374
0.06200000000000028,0.007186795129106631,0.007848963749501739
0.06299999999999972,0.005596882978449038,0.007913861105721124
0.06400000000000006,0.005517387370916161,0.007971114892403146
0.06500000000000039,0.006312343446244956,0.008020622456950236
0.06599999999999984,0.00758427316677103,0.008064089242659981
0.06700000000000017,0.008220238027034067,0.008103699246520846
0.06799999999999962,0.009412672140027261,0.00814139743878294
0.06899999999999995,0.01132056672081638,0.008179584929466409
0.07000000000000028,0.01092308868315198,0.008220364308250567
0.07099999999999973,0.01028712382288894,0.008263728632911811
0.07200000000000006,0.009412672140027261,0.008308221583180522
0.0730000000000004,0.009094689709895742,0.008352396879713007
0.07399999999999984,0.008776707279764224,0.008395314734612571
0.07500000000000018,0.008458724849632705,0.008436360869054853
0.07599999999999962,0.008220238027034067,0.008474999829790431
0.07699999999999996,0.007663768774303911,0.008510657169869408
0.07800000000000029,0.00750477755923815,0.008542722910528622
0.07899999999999974,0.006948308306507993,0.008570668928630001
0.08000000000000007,0.005040413725718881,0.008593170490818373
0.08100000000000041,0.005914865408580557,0.008608841462457913
0.08199999999999985,0.006709821483909355,0.008618369937309498
0.08300000000000018,0.007902255596902549,0.008623858919643011
0.08399999999999963,0.008458724849632705,0.008627329734078539
0.08499999999999996,0.01012813260782318,0.008630799152467889
0.0860000000000003,0.0112410711132835,0.008636656035586499
0.08699999999999974,0.0108435930756191,0.008646417497679948
0.08800000000000008,0.009889645785224541,0.008659524086216031
0.08900000000000041,0.009174185317428623,0.008674303174914062
0.08999999999999986,0.009094689709895742,0.008689446446840622
0.09100000000000019,0.008617716064698466,0.008704256479522506
0.09199999999999964,0.008458724849632705,0.008718154793021455
0.09299999999999997,0.00806124681196831,0.008730599704555119
0.09400000000000031,0.00750477755923815,0.008740933045390397
0.09499999999999975,0.00758427316677103,0.008748578590762942
0.09600000000000009,0.006471334661310717,0.008752962152098049
0.09700000000000042,0.005119909333251762,0.008752600013487323
0.09799999999999986,0.006073856623646318,0.008746411623678023
0.0990000000000002,0.007266290736639511,0.008735598356198563
0.09999999999999964,0.00806124681196831,0.008722438309879591
0.101,0.009015194102362865,0.008708885920793528
0.1020000000000003,0.0108435930756191,0.008697158171800395
0.1029999999999998,0.01100258429068486,0.008689448284782665
