#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery3
#Serial Number: SN:210415BC9AD6
#Date Time: 2025-02-14 19:43:44.217.886.140
#Sample rate: 1000Hz
#Samples: 15000
#Trigger: None
#Potentiometer: Range: 10 mV/div Offset: -30 mV Sample Mode: Average
#MovingAverage: Input: C1 Filter: Chebyshev Low-pass 2  Freq1: 1 Hz Epsilon: 0.01 


Time (s),Potentiometer (V),MovingAverage (V)
0,0.1037739582815554,4.96346897377139e-05
0.001000000000000334,0.102104550523365,0.0002442724162533614
0.00199999999999978,0.1022635417384307,0.0006228681685859927
0.003000000000000114,0.1029790022062266,0.001173246537651923
0.003999999999999559,0.1043304275342856,0.001885352220638828
0.004999999999999893,0.1048868967870157,0.002749924074251852
0.006000000000000227,0.1061588265075418,0.003757856352921005
0.006999999999999673,0.107987225480798,0.004900891118421227
0.008000000000000007,0.1074307562280679,0.006170746173215311
0.009000000000000341,0.1067947913678048,0.007557345321601778
0.009999999999999787,0.1059998352924761,0.009049706803906724
0.01100000000000012,0.1058408440774103,0.01063742601052367
0.01199999999999957,0.1054433660397459,0.01231096459622628
0.0129999999999999,0.1052048792171472,0.01406135008159473
0.01400000000000023,0.1048868967870157,0.01588000664166496
0.01499999999999968,0.1043304275342856,0.0177586334114139
0.01600000000000001,0.1042509319267527,0.01968927975143832
0.01700000000000035,0.1036149670664896,0.02166445330530437
0.01799999999999979,0.1015480812706348,0.02367604193652445
0.01900000000000013,0.1025020285610294,0.02571616527608061
0.01999999999999957,0.1035354714589568,0.02777960919251469
0.02099999999999991,0.1046484099644171,0.02986298980428546
0.02200000000000024,0.1052843748246801,0.0319629760630927
0.02299999999999969,0.1068742869753377,0.03407644501548325
0.02400000000000002,0.1076692430506665,0.03620074132563336
0.02500000000000036,0.107351260620535,0.03833251334722448
0.0259999999999998,0.1064768089376733,0.04046688721248578
0.02700000000000014,0.1058408440774103,0.04259832884466264
0.02799999999999958,0.1056818528623445,0.04472183522478688
