#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery3
#Serial Number: SN:210415BC9AD6
#Date Time: 2025-02-14 19:42:19.545.122.770
#Sample rate: 1000Hz
#Samples: 15000
#Trigger: None
#Potentiometer: Range: 10 mV/div Offset: -30 mV Sample Mode: Average
#MovingAverage: Input: C1 Filter: Chebyshev Low-pass 2  Freq1: 1 Hz Epsilon: 0.01 


Time (s),Potentiometer (V),MovingAverage (V)
0,0.01688525924811795,8.076155307165922e-06
0.001000000000000334,0.01847517139877555,4.063640183016855e-05
0.00199999999999978,0.01895214504397282,0.0001059600259483244
0.003000000000000114,0.01855466700630842,0.0002029633663669311
0.003999999999999559,0.01783920653851251,0.0003290469157965104
0.004999999999999893,0.01720324167824947,0.0004810286405071031
0.006000000000000227,0.01704425046318371,0.0006560218602601289
0.006999999999999673,0.01664677242551931,0.0008516510091811119
0.008000000000000007,0.01648778121045355,0.001065759052966357
0.009000000000000341,0.01609030317278915,0.001296284306712862
0.009999999999999787,0.01577232074265764,0.001541182556943746
0.01100000000000012,0.01561332952759188,0.001798543981427832
0.01199999999999957,0.01426190419953292,0.002066170412900956
0.0129999999999999,0.01386442616186852,0.002341368882257572
0.01400000000000023,0.01457988662966444,0.002622469628721473
0.01499999999999968,0.01577232074265764,0.002909641809907977
0.01600000000000001,0.01640828560292067,0.00320375514352143
0.01700000000000035,0.01728273728578235,0.00350542325443266
0.01799999999999979,0.01911113625903858,0.003815626377644531
0.01900000000000013,0.01887264943643994,0.00413530704375118
0.01999999999999957,0.01831618018370978,0.004463659550188365
0.02099999999999991,0.01752122410838099,0.004798503593448819
0.02200000000000024,0.01720324167824947,0.0051376264748052
0.02299999999999969,0.01688525924811795,0.005479283588609216
0.02400000000000002,0.01664677242551931,0.005822097351387909
0.02500000000000036,0.01632878999538779,0.006164809463290755
0.0259999999999998,0.0159313119577234,0.006506162020281834
0.02700000000000014,0.01577232074265764,0.00684497594177254
0.02799999999999958,0.01529534709746036,0.007180186472702172
0.02899999999999991,0.01346694812420413,0.007509963776921153
0.03000000000000025,0.01418240859200004,0.007832371157140985
0.03099999999999969,0.01481837345226308,0.008147352402828465
0.03200000000000003,0.01601080756525627,0.008456275748319465
0.03300000000000036,0.01648778121045355,0.008760590200537492
0.03399999999999981,0.01783920653851251,0.009061665782464024
0.03500000000000014,0.0190316406515057,0.009361213944819133
0.03599999999999959,0.01879315382890706,0.009660427109055481
0.03699999999999992,0.01783920653851251,0.009958639028223963
0.03800000000000026,0.01728273728578235,0.01025404704617661
0.0389999999999997,0.01712374607071659,0.01054519123738958
0.04000000000000004,0.01672626803305219,0.01083116456725392
0.04100000000000037,0.01656727681798643,0.01111120090079449
0.04199999999999982,0.01624929438785491,0.01138462990829219
0.04300000000000015,0.01577232074265764,0.01165072045274051
0.04399999999999959,0.01577232074265764,0.0119087997406518
0.04499999999999993,0.01481837345226308,0.01215817502910182
0.04600000000000026,0.01338745251667125,0.01239729966613892
0.04699999999999971,0.01426190419953292,0.01262493044322914
0.04800000000000004,0.01537484270499324,0.01284201270916291
0.04900000000000038,0.01609030317278915,0.01305059538533087
0.04999999999999982,0.01696475485565083,0.01325242938934191
0.05100000000000016,0.01839567579124266,0.01344940058937307
0.0519999999999996,0.01887264943643994,0.01364344197380046
0.05299999999999994,0.01831618018370978,0.01383523433442551
0.05400000000000027,0.01775971093097962,0.01402397666075019
0.05499999999999972,0.01720324167824947,0.01420842802297794
0.05600000000000005,0.01704425046318371,0.01438762100705386
0.05700000000000038,0.01672626803305219,0.0145609610593529
0.05799999999999983,0.01648778121045355,0.01472797689620434
